// Real Linear Graphics 
// Creado por: Junior_Djjr 
// Correcciones y Mejoras por: Vector VY (Minami)
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	70 60 50 			176 156 134 			255 255 255 			89 126 207 			255 204 153 			255 194 139 			255 194 139 			5.0		0.7		0.3			220 0 255			800.0		10.0		1.0			50 50 50			255 194 139			225 184 158 250			70 70 70 70			70 70 70 70			0	255	0	0.75		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	80 80 80 			200 200 200 			255 255 255 			89 126 187 			200 210 215 			255 255 255 			255 255 255 			6.0		0.7		0.3			230 0 255			800.0		10.0		1.0			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 7PM 
	46 25 7 			204 170 144 			255 255 255 			58 77 101 			255 204 153 			255 194 139 			255 194 139 			5.0		0.8		0.3			210 5 255			800.0		10.0		0.5			50 50 50			222 138 84			255 177 129 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 8PM 
	9 3 0 			141 133 126 			255 255 255 			45 63 77 			116 84 66 			255 194 139 			255 194 139 			5.0		0.8		0.5			200 10 255			800.0		10.0		0.7			50 50 50			87 77 71			124 119 114 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 10PM 
	35 35 35 			170 170 170 			255 255 255 			15 18 20 			30 36 40 			0 0 0 			0 0 0 			1.0		1.3		0.8			200 150 255			800.0		10.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
//
///////////////////////////////////////////SUNNY_SMOG_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35 			170 170 170 			255 255 255 			15 18 20 			30 36 40 			0 0 0 			0 0 0 			1.0		1.4		0.8			200 150 255			800.0		10.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			100	100	0	0.75		
// 5AM 
	40 40 40 			160 160 160 			255 255 255 			15 18 20 			30 36 40 			255 194 139 			255 194 139 			1.0		0.8		0.8			200 150 255			800.0		10.0		0.8			25 20 15			30 25 18			87 87 87 255			70 70 70 70			70 70 70 70			100	100	0	0.75		
// 6AM 
	81 60 40 			211 170 133 			255 255 255 			58 77 101 			255 204 153 			255 194 139 			255 194 139 			5.0		0.8		0.5			210 5 255			800.0		10.0		0.5			50 50 50			222 138 84			232 178 144 250			70 70 70 70			70 70 70 70			100	100	0	0.75		
// 7AM 
	70 60 50 			176 156 134 			255 255 255 			89 126 207 			255 204 153 			255 194 139 			255 194 139 			5.0		0.7		0.3			220 0 255			800.0		10.0		1.0			50 50 50			255 194 139			225 184 158 250			70 70 70 70			70 70 70 70			100	100	0	0.75		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	80 80 80 			200 200 200 			255 255 255 			89 126 187 			200 210 215 			255 255 255 			255 255 255 			6.0		0.7		0.3			230 0 255			800.0		10.0		1.0			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			100	100	0	0.75		
// 7PM 
	46 25 7 			204 170 144 			255 255 255 			58 77 101 			255 204 153 			255 194 139 			255 194 139 			5.0		0.8		0.3			210 5 255			800.0		10.0		0.5			50 50 50			222 138 84			255 177 129 255			70 70 70 70			70 70 70 70			100	100	0	0.75		
// 8PM 
	9 3 0 			141 133 126 			255 255 255 			45 63 77 			116 84 66 			255 194 139 			255 194 139 			5.0		0.8		0.5			200 10 255			800.0		10.0		0.7			50 50 50			87 77 71			124 119 114 255			70 70 70 70			70 70 70 70			100	100	0	0.75		
// 10PM 
	35 35 35 			170 170 170 			255 255 255 			15 18 20 			30 36 40 			0 0 0 			0 0 0 			1.0		1.3		0.8			200 150 255			800.0		10.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			100	100	0	0.75		
//
///////////////////////////////////////////CLOUDY_LA 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35 			170 170 170 			255 255 255 			10 10 10 			10 23 33 			0 0 0 			0 0 0 			1.0		1.4		0.8			200 150 200			700.0		10.0		0.8			30 25 18			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 5AM                                                                                                                                                                                                                                                          
	40 40 40 			160 160 160 			255 255 255 			10 10 10 			10 23 33 			0 0 0 			0 0 0 			1.0		0.8		0.8			200 150 200			700.0		10.0		0.8			0 0 0			0 0 0			87 87 87 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 6AM                                                                                                                                                                                                                                                          
	20 20 20 			160 150 140 			255 255 255 			22 22 22 			15 25 27 			0 0 0 			0 0 0 			3.0		0.8		0.5			150 5 150			700.0		10.0		0.5			52 33 20			52 33 20			164 141 127 250			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 7AM                                                                                                                                                                                                                                                          
	20 20 20 			147 129 110 			255 255 255 			125 145 151 			125 145 151 			0 0 0 			0 0 0 			3.0		0.7		0.3			100 0 100			700.0		10.0		1.0			0 0 0			0 0 0			180 166 159 250			70 70 70 70			70 70 70 70			255	255	0	0.75		
// Midday                                                                                                                                                                                                                                                       
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 20 20 			150 150 150 			255 255 255 			125 145 151 			125 145 151 			0 0 0 			0 0 0 			1.9		0.7		0.3			100 0 100			700.0		10.0		1.0			0 0 0			0 0 0			193 201 209 250			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 7PM                                                                                                                                                                                                                                                          
	24 12 3 			139 126 115 			255 255 255 			125 145 151 			125 145 151 			0 0 0 			0 0 0 			1.0		0.8		0.3			100 5 100			700.0		10.0		0.5			52 33 20			50 36 17			131 103 83 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 8PM                                                                                                                                                                                                                                                          
	0 0 0 			141 133 126 			255 255 255 			34 56 62 			62 72 75 			0 0 0 			0 0 0 			1.0		0.8		0.5			150 10 150			700.0		10.0		0.7			34 21 9			87 77 71			109 100 92 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 10PM                                                                                                                                                                                                                                                         
	35 35 35 			170 170 170 			255 255 255 			15 15 20 			20 22 22 			0 0 0 			0 0 0 			1.0		1.3		0.8			200 150 200			700.0		10.0		0.8			30 25 18			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
//
///////////////////////////////////////////SUNNY_SF 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35 			170 170 170 			255 255 255 			15 18 20 			30 36 40 			0 0 0 			0 0 0 			1.0		1.4		0.8			200 150 255			600.0		50.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 5AM 
	40 40 40 			160 160 160 			255 255 255 			15 18 20 			30 36 40 			255 194 139 			255 194 139 			1.0		0.8		0.8			200 150 255			600.0		50.0		0.8			25 20 15			30 25 18			87 87 87 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 6AM 
	81 60 40 			211 170 133 			255 255 255 			58 77 101 			255 204 153 			255 194 139 			255 194 139 			5.0		0.8		0.5			210 5 255			700.0		50.0		0.5			50 50 50			222 138 84			232 178 144 250			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 7AM 
	70 60 50 			176 156 134 			255 255 255 			89 126 207 			255 204 153 			255 194 139 			255 194 139 			5.0		0.7		0.3			220 0 255			700.0		50.0		1.0			50 50 50			255 194 139			225 184 158 250			70 70 70 70			70 70 70 70			255	255	0	0.75		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	80 80 80 			200 200 200 			255 255 255 			89 126 187 			200 210 215 			255 255 255 			255 255 255 			6.0		0.7		0.3			230 0 255			700.0		50.0		1.0			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 7PM 
	46 25 7 			204 170 144 			255 255 255 			58 77 101 			255 204 153 			255 194 139 			255 194 139 			5.0		0.8		0.3			210 5 255			600.0		50.0		0.5			50 50 50			222 138 84			255 177 129 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 8PM 
	9 3 0 			141 133 126 			255 255 255 			45 63 77 			116 84 66 			255 194 139 			255 194 139 			5.0		0.8		0.5			200 10 255			600.0		50.0		0.7			50 50 50			87 77 71			124 119 114 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 10PM 
	35 35 35 			170 170 170 			255 255 255 			15 18 20 			30 36 40 			0 0 0 			0 0 0 			1.0		1.3		0.8			200 150 255			600.0		50.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
//
///////////////////////////////////////////EXTRASUNNY_SF 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35 			170 170 170 			255 255 255 			15 18 20 			30 36 40 			0 0 0 			0 0 0 			1.0		1.4		0.8			200 150 255			600.0		100.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 5AM 
	40 40 40 			160 160 160 			255 255 255 			15 18 20 			30 36 40 			255 194 139 			255 194 139 			1.0		0.8		0.8			200 150 255			600.0		100.0		0.8			25 20 15			30 25 18			87 87 87 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 6AM 
	81 60 40 			211 170 133 			255 255 255 			58 77 101 			255 204 153 			255 194 139 			255 194 139 			5.0		0.8		0.5			210 5 255			600.0		100.0		0.5			50 50 50			222 138 84			232 178 144 250			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 7AM 
	70 60 50 			176 156 134 			255 255 255 			89 126 207 			255 204 153 			255 194 139 			255 194 139 			5.0		0.7		0.3			220 0 255			700.0		100.0		1.0			50 50 50			255 194 139			225 184 158 250			70 70 70 70			70 70 70 70			0	255	0	0.75		
// Midday 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	80 80 80 			200 200 200 			255 255 255 			89 126 187 			200 210 215 			255 255 255 			255 255 255 			6.0		0.7		0.3			230 0 255			700.0		100.0		1.0			50 50 50			255 255 255			198 227 255 250			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 7PM 
	46 25 7 			204 170 144 			255 255 255 			58 77 101 			255 204 153 			255 194 139 			255 194 139 			5.0		0.8		0.3			210 5 255			600.0		100.0		0.5			50 50 50			222 138 84			255 177 129 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 8PM 
	9 3 0 			141 133 126 			255 255 255 			45 63 77 			116 84 66 			255 194 139 			255 194 139 			5.0		0.8		0.5			200 10 255			600.0		100.0		0.7			50 50 50			87 77 71			124 119 114 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
// 10PM 
	35 35 35 			170 170 170 			255 255 255 			15 18 20 			30 36 40 			0 0 0 			0 0 0 			1.0		1.3		0.8			200 150 255			600.0		100.0		0.8			25 20 15			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			0	255	0	0.75		
//
///////////////////////////////////////////CLOUDY_SF 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35 			170 170 170 			255 255 255 			11 11 11 			11 11 11 			0 0 0 			0 0 0 			1.0		1.9		0.8			200 150 200			600.0		10.0		0.8			30 25 18			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 5AM                                                                                                                                                                                                                                                          
	40 40 40 			160 160 160 			255 255 255 			14 14 14 			14 14 14 			0 0 0 			0 0 0 			1.0		1.4		0.8			200 150 200			600.0		10.0		0.8			0 0 0			0 0 0			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 6AM                                                                                                                                                                                                                                                          
	20 20 20 			160 150 140 			255 255 255 			41 46 47 			31 36 37 			0 0 0 			0 0 0 			3.0		1.1		0.5			210 5 150			600.0		10.0		0.5			52 33 20			52 33 20			156 123 103 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 7AM                                                                                                                                                                                                                                                          
	20 20 20 			147 129 110 			255 255 255 			62 72 75 			62 72 75 			0 0 0 			0 0 0 			3.0		0.8		0.3			220 0 100			600.0		10.0		1.0			0 0 0			0 0 0			187 157 136 250			70 70 70 70			70 70 70 70			255	255	0	0.75		
// Midday                                                                                                                                                                                                                                                       
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 20 20 			150 150 150 			255 255 255 			125 145 151 			125 145 151 			0 0 0 			0 0 0 			1.9		0.8		0.3			230 0 100			600.0		10.0		1.0			0 0 0			0 0 0			180 180 180 250			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 7PM                                                                                                                                                                                                                                                          
	24 12 3 			139 126 115 			255 255 255 			62 72 75 			62 72 75 			0 0 0 			0 0 0 			1.0		0.8		0.3			210 5 100			600.0		10.0		0.5			52 33 20			50 36 17			132 112 99 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 8PM                                                                                                                                                                                                                                                          
	0 0 0 			141 133 126 			255 255 255 			62 72 75 			62 72 75 			0 0 0 			0 0 0 			1.0		1.1		0.5			200 10 150			600.0		10.0		0.7			34 21 9			87 77 71			98 84 70 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 10PM                                                                                                                                                                                                                                                         
	35 35 35 			170 170 170 			255 255 255 			41 46 47 			31 36 37 			0 0 0 			0 0 0 			1.0		1.6		0.8			200 150 200			600.0		10.0		0.8			30 25 18			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
//
///////////////////////////////////////////RAINY_SF 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35 			170 170 170 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			1.0		1.9		0.8			200 150 200			650.0		10.0		0.8			30 25 18			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 5AM                                                                                                                                                                                                                                                          
	40 40 40 			160 160 160 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			1.0		1.4		0.8			200 150 200			650.0		10.0		0.8			0 0 0			0 0 0			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 6AM                                                                                                                                                                                                                                                          
	20 20 20 			160 150 140 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			3.0		1.1		0.5			210 5 150			650.0		10.0		0.5			52 33 20			52 33 20			129 112 101 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 7AM                                                                                                                                                                                                                                                          
	20 20 20 			147 129 110 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			3.0		0.8		0.3			220 0 100			650.0		10.0		1.0			0 0 0			0 0 0			160 142 128 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// Midday                                                                                                                                                                                                                                                       
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	20 20 20 			150 150 150 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			1.9		0.8		0.3			230 0 100			650.0		10.0		1.0			0 0 0			0 0 0			153 152 152 250			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 7PM                                                                                                                                                                                                                                                          
	24 12 3 			139 126 115 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			1.0		0.8		0.3			210 5 100			650.0		10.0		0.5			52 33 20			50 36 17			130 91 67 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 8PM                                                                                                                                                                                                                                                          
	0 0 0 			141 133 126 			255 255 255 			40 40 40 			70 70 70 			0 0 0 			0 0 0 			1.0		1.1		0.5			200 10 150			650.0		10.0		0.7			34 21 9			87 77 71			98 79 69 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
// 10PM                                                                                                                                                                                                                                                         
	35 35 35 			170 170 170 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			1.0		1.6		0.8			200 150 200			650.0		10.0		0.8			30 25 18			30 25 18			65 65 65 255			70 70 70 70			70 70 70 70			255	255	0	0.75		
//
///////////////////////////////////////////FOGGY_SF 
//
// Midnight 
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	35 35 35 			170 170 170 			255 255 255 			0 40 40 			0 40 40 			0 0 0 			0 0 0 			1.0		1.4		0.8			200 150 255			150.0		5.0		0.8			25 20 15			36 36 36			65 65 65 255			70 70 70 70			70 70 70 70			0	120	0	0.75		
// 5AM 
